"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9780671749972";"http://www.olavodecarvalho.org/semana/060130dc.htm";"Sugestão aos bem-pensantes: Internem-se";"Em 1998, no seu livro Through the Eyes of the Enemy (Washington, Regnery), o coronel Stanislav Lunev, o desertor de mais alta patente do serviço secreto militar soviético, afirmou: “A guerra fria não terminou. Agora ela é entre a Máfia russa e os EUA.” A máfia russa tem duas características distintivas: (1) Ela está tão bem infiltrada nos altos escalões oficiais que é impossível distingui-la do próprio governo russo. (2) Desde pelo menos 1993 ela conseguiu unificar sob o seu comando todas as máfias do mundo, tornando-se uma espécie de Comitê Central do crime organizado (v. Claire Sterling, Thieves' World: The Threat of the New Global Network of Organized Crime , New York, Simon & Schuster 1994). Até hoje a chamada “grande mídia” (mais própriamente grande mérdia) não registrou o fim das guerras entre máfias, o fenômeno mais importante da década de 90, sem o qual a montagem do cerco anti-americano teria sido impossível por falta de verbas. Hoje em dia, um terço do dinheiro que circula nas bolsas dos grandes centros vem do crime organizado, o que basta para explicar as boas relações entre a elite financeira e as Farc (lembrem-se da visita amável de Richard Grasso, presidente da New York Stock Exchange , ao comandante da narcoguerrilha colombiana, Raul Reyes, em 26 de junho de 1999)."
"9780671749972";"http://www.olavodecarvalho.org/semana/060925dc.html";"Geração maldita";"Quem quer que estude um pouco a corrupção no regime soviético notará, de um lado, a desproporção entre seu tamanho e o de seus equivalentes nominais no mundo capitalista; de outro, a sua perfeita continuidade organizacional e hierárquica com a presente “máfia russa”, senhora absoluta do crime organizado no mundo e participante ativa dos atuais esquemas revolucionários no Terceiro Mundo. Não creio que seja possível entender nada do que se passa no mundo sem dar alguma atenção a esse assunto. Os livros básicos a respeito são:##NEWP##Konstantin Simis, USSR: The Corrupt Society. The Secret World of Soviet Capitalism, New York, Simon & Schuster, 1982.##NEWP##Alena V. Ledeneva, Russia’s Economy of Favours. “Blat”, Networking and Informal Exchange, Cambridge Unversity Press, 1998.##NEWP##Joseph D. Douglass, Red Cocaine. The Drugging of America and the West, London, Edward Harle, 1995.##NEWP##Claire Sterling, Thieves’ World. The Threat of the New Global Network of Organized Crime, New York, Simon & Schuster, 1994."
"9782917260852";"http://www.gutenberg.org/ebooks/23524";"The Origins of Contemporary France, Complete Table of Contents by Hippolyte Taine"
"9782917260852";"https://oll.libertyfund.org/titles/the-origins-of-contemporary-france";"Hippolyte Taine, The Origins of Contemporary France [1893] "
"9782917260852";"https://archive.org/details/cu31924082179700/page/n3";"The origins of contemporary France - Ancient Régime"
"9782917260852";"http://www.olavodecarvalho.org/semana/060911dc.html";"Da fantasia deprimente à realidade temível";"O utopismo abstrato da Revolução Francesa, que num choque de realidade acabou levando a resultados tão paradoxais quanto o terror, a ditadura napoleônica e a restauração monárquica, foi antecedido de pelo menos meio século de linguagem abstratista, forçada, artificial e artificiosa, que sufocava a experiência direta sob toneladas de construções idealísticas sem pé nem cabeça. O processo foi descrito e analisado com muita acuidade por Hyppolite Taine em Les Origines de la France Contemporaine (6 vols, 1888-1894), uma das obras históricas mais notáveis de todos os tempos."
"9782917260852";"http://www.olavodecarvalho.org/semana/01122003zh.htm";"Duas notas de rodapé";"Se você ainda se surpreende ante a pressa indecente com que neste país os empresários se atiram aos braços de um partido que não esconde seu propósito de exterminá-los como classe, é porque está atrasado em pelo menos dois séculos. Fenômenos semelhantes já foram observados e bem explicados desde o tempo da Revolução Francesa, e terminam sempre do mesmo modo: com a extinção da classe.##NEWP##Leia o seguinte parágrafo:##NEWP##“Enquanto a ordem permanece, a propriedade tem influência superior à daqueles que podem querer violar a paz pública; mas, quando a lei e a ordem estão em grande parte destruídas, os ricos são sempre demasiado inclinados a buscar na submissão, ou na mudança de partido, os meios de proteger-se a si mesmos e às suas fortunas. A propriedade, que nos tempos normais faz corajosos os seus detentores, torna-se, nos tempos de perigo iminente, a causa de sua covardia egoísta.”##NEWP##Sir Walter Scott, que a maioria só conhece como romancista mas que foi também excelente historiador, escreveu isso na sua monumental Life of Napoleon Buonaparte, Emperor of the French, with A Preliminary View of the French Revolution (uso a edição americana, Philadelphia, 1827, vol. I, p. 116). É um livro cheio de defeitos, compreensíveis numa primeira tentativa de sintetizar tamanha massa de documentos -- talvez a maior já examinada até então por qualquer historiador -- sobre um passado ainda recente. Mas continua um clássico e, se falha aqui e ali na reconstituição dos acontecimentos (Sainte-Beuve apontou-lhe erros graúdos nas Causeries du Lundi), sua melhor parte reside justamente nas observações de psicologia.##NEWP##Observações similares encontram-se em Origines de la France Contemporaine, de Hippolyte Taine, para o meu gosto o melhor livro de História que já se escreveu neste mundo. As idéias revolucionárias não se espalham pelo povo antes de ter ganho a adesão ou pelo menos a cumplicidade da “classe dominante”. Antonio Gramsci deu receitas precisas de como apressar o suicídio coletivo dos ricos. Em nenhum outro lugar foram aplicadas com tanto sucesso como no Brasil."
"9782917260852";"http://www.olavodecarvalho.org/semana/perdida.htm";"Geração perdida";"Hyppolite Taine conta que, aos 21 anos, vendo-se eleitor, percebeu que nada sabia do que era bom ou mau para a França nem das ideologias em disputa na eleição. Absteve-se de votar e começou a estudar o país. Décadas depois, vieram à luz os cinco volumes das Origines de la France Contemporaine (1875), um monumento da ciência histórica e um dos livros mais esclarecedores de todos os tempos. O jovem Taine não votou, mas o Taine maduro ajudou muitas gerações, na França e fora dela, a votar com mais seriedade e conhecimento de causa, sem deixar-se iludir pelas falsas alternativas da propaganda imediata. Saber primeiro para julgar depois é o dever número um do homem responsável - dever que o voto obrigatório, sob a escusa de ensinar, força a desaprender."
"9782917260852";"http://www.olavodecarvalho.org/semana/mlinguistica.htm";"Miséria lingüística";"As grandes crises e revoluções fazem-se sempre antecipar, na esfera lingüística, por uma simplificação redutiva que rebaixa a comunicação a uma troca de estimulações padronizadas. Hyppolite Taine descreve, nas "Origines de la France Contemporaine", a longa degradação que foi tornando a língua francesa do século XVIII um sistema de fórmulas prontas, bom para as generalidades da oratória revolucionária, mas no qual não se podia traduzir Dante nem Shakespeare, criar personagens de carne e osso ou expressar uma única impressão viva. Thomas Mann, Jacob Wassermann e sobretudo Karl Kraus observaram análogo declínio na língua alemã do pré-nazismo."
"9781502306388";"https://archive.org/details/proofsofaconspiracy";"Proofs of a Conspiracy by John Robison (1798)"
"9781502306388";"http://www.sacred-texts.com/sro/pc/index.htm";"Proofs of a Conspiracy by John Robison (1798)"
"9781502306388";"https://www.youtube.com/watch?v=1zPF8weTWsk";"The Original Writings of the Illuminati Revealed in 1798 Rare Book"
"9781502306388";"https://founders.archives.gov/documents/Washington/06-02-02-0435";"To George Washington from G. W. Snyder, 22 August 1798";"G. W. Snyder:##NEWP##It was some Time since that a Book fell into my Hands entituled “Proofs of a Conspiracy &c. by John Robison,” which gives a full Account of a Society of Freemasons, that distinguishes itself by the Name “of Illuminati,” whose Plan is to overturn all Government and all Religion, even natural; and who endeavour to eradicate every Idea of a Supreme Being, and distinguish Man from Beast by his Shape only. A Thought suggested itself to me, that some of the Lodges in the United States might have caught the Infection, and might cooperate with the Illuminati or the Jacobine Club in France. Fauchet is mentioned by Robison as a zealous Member: and who can doubt of Genet and Adet? Have not these their Confidants in this Country? They use the same Expressions and are generally Men of no Religion. Upon serious Reflection I was led to think that it might be within your Power to prevent the horrid Plan from corrupting the Brethren of the English Lodge over which you preside.##NEWP##George Washington replied on 25 Sept.:##NEWP##Sir, Many apologies are due to you, for my not acknowledging the receipt of your obliging favour of the 22d Ulto, and for not thanking you, at an earlier period, for the Book you had the goodness to send me.##NEWP##I have heard much of the nefarious, & dangerous plan, & doctrines of the Illuminati, but never saw the Book until you were pleased to send it to me. The same causes which have prevented my acknowledging the receipt of your letter, have prevented my reading the Book, hitherto; namely—the multiplicity of matters which pressed upon me before, & the debilitated state in which I was left after, a severe fever had been removed. And which allows me to add little more now, than thanks for your kind wishes and favourable sentiments, except to correct an error you have run into, of my Presiding over the English lodges in this Country. The fact is, I preside over none, nor have I been in one more than once or twice, within the last thirty years. I believe notwithstandings, that none of the Lodges in this Country are contaminated with the principles ascribed to the Society of the Illuminati. It was not my intention to doubt that, the Doctrines of the Iluminati, and principles of Jacobinism had not spread in the United States. On the contrary, no one is more fully satisfied of this fact than I am. The idea I meant to convey, was, that I did not believe that the Lodges of Free Masons in this Country had, as Societies, endeavoured to propagate the diabolical tenets of the first, or the pernicious principles of the latter (if they are susceptible of seperation). That Individuals of them may have done it, and that the founder, or instrument employed to found, the Democratic Societies in the United States, may have had these objects—and actually had a seperation of the People from their Government in view, is too evident to be questioned."
"B00GN7IYS4";"http://www.persee.fr/doc/assr_0335-5985_1986_num_61_2_2397_t1_0251_0000_4";"(Book Review) La Révolution française ou les prodiges du sacrilège by Jean Dumont";"Uma análise detalhada e fascinante até a última página, Jean Dumont mostra que a Revolução [Francesa] foi fundamentalmente anticristã e totalitária, sendo todas as suas outras características superficias e secundárias."
